BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0489970,CITIBANK GOV CARD SERVICE,1/9/2017,1/10/2017,CAR RENTAL,116.42,2017,CITIBANK GOV CARD SERVICE
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493203,ARVESETH LUCINDA,2/22/2017,2/25/2017,CAR RENTAL,154.06,2017,ARVESETH LUCINDA
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0471575,CITIBANK GOV CARD SERVICE,10/25/2016,11/27/2016,CAR RENTAL,283.82,2016,CITIBANK GOV CARD SERVICE
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,E0480077,CITIBANK GOV CARD SERVICE,12/12/2016,12/21/2016,CAR RENTAL,242.36,2016,CITIBANK GOV CARD SERVICE
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0480070,CITIBANK GOV CARD SERVICE,11/29/2016,12/20/2016,CAR RENTAL,364.54,2016,CITIBANK GOV CARD SERVICE
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0492658,TAYLOR LISA D.,6/8/2016,6/12/2016,CAR RENTAL,133.16,2016,TAYLOR LISA D.
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0482346,CITIBANK GOV CARD SERVICE,10/26/2016,11/12/2016,CAR RENTAL,980.34,2016,CITIBANK GOV CARD SERVICE
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497469,LE RICKY X.,2/9/2017,2/11/2017,CAR RENTAL,121.56,2017,LE RICKY X.
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497493,KAPLAN SARAH R.,2/22/2017,2/22/2017,CAR RENTAL,130.44,2017,KAPLAN SARAH R.
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480565,CITIBANK GOV CARD SERVICE,9/25/2016,10/16/2016,CAR RENTAL,935.14,2016,CITIBANK GOV CARD SERVICE
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481096,LE RICKY X.,12/30/2016,12/30/2016,CAR RENTAL,817.93,2016,LE RICKY X.
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0496410,EATON AMANDA,2/19/2017,2/24/2017,CAR RENTAL,515.33,2017,EATON AMANDA
T000477,HON. SCOTT TAYLOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,902018,HON SCOTT TAYLOR,1/6/2017,1/8/2017,CAR RENTAL,214.5,2017,HON SCOTT TAYLOR
T000478,HON. CLAUDIA TENNEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493457,ANDREWS HANNAH E.,2/9/2017,2/13/2017,CAR RENTAL,134.97,2017,ANDREWS HANNAH E.
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0492281,CITIBANK GOV CARD SERVICE,12/19/2016,1/23/2017,CAR RENTAL,1005.88,2017,CITIBANK GOV CARD SERVICE
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0481795,CITIBANK GOV CARD SERVICE,11/17/2016,12/16/2016,CAR RENTAL,846.93,2016,CITIBANK GOV CARD SERVICE
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0483230,HON. MAC THORNBERRY,1/15/2017,1/18/2017,CAR RENTAL,451.9,2017,HON. MAC THORNBERRY
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0496323,HUNTER JORDAN C.,2/21/2017,2/24/2017,CAR RENTAL,732.54,2017,HUNTER JORDAN C.
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496325,HON. MAC THORNBERRY,2/19/2017,2/24/2017,CAR RENTAL,775.19,2017,HON. MAC THORNBERRY
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0477996,HON. MAC THORNBERRY,12/23/2016,12/29/2016,CAR RENTAL,921.89,2016,HON. MAC THORNBERRY
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0482371,CITIBANK GOV CARD SERVICE,12/20/2016,12/22/2016,CAR RENTAL,128.66,2016,CITIBANK GOV CARD SERVICE
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0482132,EAN SERVICES LLC,11/3/2016,11/16/2016,CAR RENTAL,616.71,2016,EAN SERVICES LLC
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0490230,GERTSEMA JAY,2/3/2017,2/10/2017,CAR RENTAL,257.29,2017,GERTSEMA JAY
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0479505,GERTSEMA JAY,12/12/2016,12/15/2016,CAR RENTAL,159.75,2016,GERTSEMA JAY
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0485226,BRITT CLINTON B,1/25/2017,1/27/2017,CAR RENTAL,186.2,2017,BRITT CLINTON B
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0473125,BRITT CLINTON B,12/21/2016,12/21/2016,CAR RENTAL,285,2016,BRITT CLINTON B
T000474,HON. NORMA J. TORRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0494536,COHEN DARA R.,2/20/2017,2/24/2017,CAR RENTAL,386.14,2017,COHEN DARA R.
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0494404,RONDO MARLA M.,12/2/2016,12/4/2016,CAR RENTAL,122.22,2016,RONDO MARLA M.
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0470403,CITIBANK GOV CARD SERVICE,10/5/2016,10/17/2016,CAR RENTAL,223.15,2016,CITIBANK GOV CARD SERVICE
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0470615,CITIBANK GOV CARD SERVICE,11/4/2016,11/9/2016,CAR RENTAL,272.69,2016,CITIBANK GOV CARD SERVICE
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0477257,CITIBANK GOV CARD SERVICE,12/14/2016,12/16/2016,CAR RENTAL,133.57,2016,CITIBANK GOV CARD SERVICE
U000031,HON. FRED UPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0484016,RATNER MARK D.,1/16/2017,1/18/2017,CAR RENTAL,184.73,2017,RATNER MARK D.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0478593,DUNKLIN KRISTINA E.,12/19/2016,12/22/2016,CAR RENTAL,156.88,2016,DUNKLIN KRISTINA E.
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0481998,WALSH TIMOTHY,1/8/2017,1/10/2017,CAR RENTAL,108.86,2017,WALSH TIMOTHY
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0492269,CITIBANK GOV CARD SERVICE,1/9/2017,1/13/2017,CAR RENTAL,272.35,2017,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498934,CITIBANK GOV CARD SERVICE,1/6/2017,1/9/2017,CAR RENTAL,181.53,2017,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498934,CITIBANK GOV CARD SERVICE,1/13/2017,1/19/2017,CAR RENTAL,632.55,2017,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498949,CITIBANK GOV CARD SERVICE,1/24/2017,1/30/2017,CAR RENTAL,404.98,2017,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498949,CITIBANK GOV CARD SERVICE,2/3/2017,2/6/2017,CAR RENTAL,181.53,2017,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498949,CITIBANK GOV CARD SERVICE,2/10/2017,2/13/2017,CAR RENTAL,181.53,2017,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498949,CITIBANK GOV CARD SERVICE,2/16/2017,2/27/2017,CAR RENTAL,682.68,2017,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0480443,CITIBANK GOV CARD SERVICE,9/29/2016,11/14/2016,CAR RENTAL,1407.68,2016,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480433,CITIBANK GOV CARD SERVICE,11/14/2016,11/18/2016,CAR RENTAL,333.15,2016,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480587,CITIBANK GOV CARD SERVICE,11/17/2016,11/28/2016,CAR RENTAL,610.64,2016,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480587,CITIBANK GOV CARD SERVICE,12/2/2016,12/5/2016,CAR RENTAL,215.46,2016,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480587,CITIBANK GOV CARD SERVICE,12/9/2016,12/25/2016,CAR RENTAL,1591.59,2016,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0492264,CITIBANK GOV CARD SERVICE,12/5/2016,12/9/2016,CAR RENTAL,308.72,2016,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498911,CITIBANK GOV CARD SERVICE,12/31/2016,1/2/2017,CAR RENTAL,121.02,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0494834,CITIBANK GOV CARD SERVICE,1/8/2017,1/13/2017,CAR RENTAL,244.64,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501550,CITIBANK GOV CARD SERVICE,2/26/2017,2/26/2017,CAR RENTAL,239.74,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499883,CITIBANK GOV CARD SERVICE,2/22/2017,2/27/2017,CAR RENTAL,800.74,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499887,CITIBANK GOV CARD SERVICE,2/20/2017,2/23/2017,CAR RENTAL,289.5,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500273,CITIBANK GOV CARD SERVICE,2/19/2017,2/26/2017,CAR RENTAL,863.5,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481427,CITIBANK GOV CARD SERVICE,12/18/2016,12/21/2016,CAR RENTAL,496.46,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0498771,CITIBANK GOV CARD SERVICE,12/14/2016,12/30/2016,CAR RENTAL,901.36,2016,CITIBANK GOV CARD SERVICE
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0479100,NORVELL EMMA B.,1/6/2017,1/9/2017,CAR RENTAL,346.2,2017,NORVELL EMMA B.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498682,BAACK KORRY L.,2/21/2017,2/23/2017,CAR RENTAL,239.86,2017,BAACK KORRY L.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0497435,NOYES JORDEN D.,2/21/2017,2/22/2017,CAR RENTAL,110,2017,NOYES JORDEN D.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0470409,BUSHUE RILEY J.,10/16/2016,10/22/2016,CAR RENTAL,439.47,2016,BUSHUE RILEY J.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0473759,HON. GREG WALDEN,7/15/2016,7/18/2016,CAR RENTAL,189.79,2016,HON. GREG WALDEN
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0482170,HON. GREG WALDEN,11/11/2016,11/13/2016,CAR RENTAL,221.38,2016,HON. GREG WALDEN
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,897153,EMMONS JULIE S.,12/31/2016,1/5/2017,CAR RENTAL,251.8,2017,EMMONS JULIE S.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,907965,HON MARK WALKER,2/23/2017,2/27/2017,CAR RENTAL,377.37,2017,HON MARK WALKER
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,896367,CARSON DWAYNE D.,11/19/2016,11/27/2016,CAR RENTAL,556.1,2016,CARSON DWAYNE D.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,896906,OLIVO RODOLPH,12/10/2016,12/15/2016,CAR RENTAL,231.15,2016,OLIVO RODOLPH
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,900772,CARSON DWAYNE D.,12/19/2016,12/27/2016,CAR RENTAL,470.98,2016,CARSON DWAYNE D.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,901143,CITIBANK GOV CARD SERVICE,12/7/2016,12/9/2016,CAR RENTAL,523.83,2016,CITIBANK GOV CARD SERVICE
W000813,HON. JACKIE WALORSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0476406,CITIBANK GOV CARD SERVICE,10/30/2016,11/9/2016,CAR RENTAL,601.94,2016,CITIBANK GOV CARD SERVICE
W000813,HON. JACKIE WALORSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0480897,CITIBANK GOV CARD SERVICE,12/18/2016,12/19/2016,CAR RENTAL,403.61,2016,CITIBANK GOV CARD SERVICE
W000820,HON. MIMI WALTERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0476226,OH SAMUEL S.,12/20/2016,12/24/2016,CAR RENTAL,383.52,2016,OH SAMUEL S.
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0492477,FRIE AMANDA L,2/17/2017,2/20/2017,CAR RENTAL,352.06,2017,FRIE AMANDA L
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500342,CITIBANK GOV CARD SERVICE,2/17/2017,2/20/2017,CAR RENTAL,297.56,2017,CITIBANK GOV CARD SERVICE
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0484840,CITIBANK GOV CARD SERVICE,12/12/2016,12/13/2016,CAR RENTAL,167.51,2016,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0480960,DAMRON DAVID A.,1/7/2017,1/9/2017,CAR RENTAL,138.86,2017,DAMRON DAVID A.
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0498889,CITIBANK GOV CARD SERVICE,2/22/2017,2/27/2017,CAR RENTAL,463.92,2017,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479028,DAMRON DAVID A.,12/19/2016,12/22/2016,CAR RENTAL,298.67,2016,DAMRON DAVID A.
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497674,CITIBANK GOV CARD SERVICE,1/24/2017,1/29/2017,CAR RENTAL,406.59,2017,CITIBANK GOV CARD SERVICE
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0477503,CITIBANK GOV CARD SERVICE,10/11/2016,10/14/2016,CAR RENTAL,291.18,2016,CITIBANK GOV CARD SERVICE
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0477894,EMHOF JARYN A.,12/20/2016,12/23/2016,CAR RENTAL,243.34,2016,EMHOF JARYN A.
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0498725,CITIBANK GOV CARD SERVICE,2/23/2017,2/27/2017,CAR RENTAL,228.02,2017,CITIBANK GOV CARD SERVICE
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477382,CITIBANK GOV CARD SERVICE,12/5/2016,12/5/2016,CAR RENTAL,444.12,2016,CITIBANK GOV CARD SERVICE
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0472770,CITIBANK GOV CARD SERVICE,10/17/2016,10/18/2016,CAR RENTAL,160.72,2016,CITIBANK GOV CARD SERVICE
W000808,HON. FREDERICA S. WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,E0477686,BOWMAN KIM,1/2/2017,1/4/2017,CAR RENTAL,651.52,2017,BOWMAN KIM
W000810,HON. ROB WOODALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,907356,ALEXANDER POIROT,2/22/2017,2/24/2017,CAR RENTAL,103.85,2017,ALEXANDER POIROT
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0493086,HON TED S YOHO,1/6/2017,1/8/2017,CAR RENTAL,121.76,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0497921,POSOBIEC BRITTANY P.,2/18/2017,2/21/2017,CAR RENTAL,128.62,2017,POSOBIEC BRITTANY P.
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0489237,CITIBANK GOV CARD SERVICE,1/4/2017,1/6/2017,CAR RENTAL,108.33,2017,CITIBANK GOV CARD SERVICE
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0493374,OLSON JACOB N,2/22/2017,2/24/2017,CAR RENTAL,154.44,2017,OLSON JACOB N
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0496168,CITIBANK GOV CARD SERVICE,2/12/2017,2/24/2017,CAR RENTAL,470.94,2017,CITIBANK GOV CARD SERVICE
Y000033,HON. DON YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0474960,CITIBANK GOV CARD SERVICE,10/27/2016,11/10/2016,CAR RENTAL,585.56,2016,CITIBANK GOV CARD SERVICE
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0487135,FLINT AARON H.,1/3/2017,1/4/2017,CAR RENTAL,202.13,2017,FLINT AARON H.
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0492846,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,1/27/2017,1/29/2017,CAR RENTAL,115.96,2017,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0492848,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,1/23/2017,1/26/2017,CAR RENTAL,181.19,2017,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0492851,DOLLAR RENT A CAR,1/31/2017,2/3/2017,CAR RENTAL,213.06,2017,DOLLAR RENT A CAR
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0474865,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,11/15/2016,11/17/2016,CAR RENTAL,111.8,2016,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0474869,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,11/4/2016,11/10/2016,CAR RENTAL,639.36,2016,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0474870,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,11/1/2016,11/3/2016,CAR RENTAL,115.96,2016,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0474868,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,11/3/2016,11/13/2016,CAR RENTAL,721.5,2016,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/23/2017,AP,E0479624,DOLLAR RENT A CAR,12/15/2016,12/19/2016,CAR RENTAL,379.76,2016,DOLLAR RENT A CAR
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/23/2017,AP,E0479625,DOLLAR RENT A CAR,12/19/2016,12/19/2016,CAR RENTAL,365.02,2016,DOLLAR RENT A CAR
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/23/2017,AP,E0479631,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,11/30/2016,12/2/2016,CAR RENTAL,111.5,2016,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479629,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,12/6/2016,12/10/2016,CAR RENTAL,279,2016,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479630,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC,12/5/2016,12/7/2016,CAR RENTAL,124.26,2016,ENTERPRISE RAC CO OF MONTANA/WYOMING LLC
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0479699,CITIBANK GOV CARD SERVICE,12/15/2016,12/16/2016,CAR RENTAL,237.06,2016,CITIBANK GOV CARD SERVICE
,COMMITTEE ON FINANCIAL SERVICE,2017Q1,GENERAL EXPENDITURES,TRAVEL,2/15/2017,AP,E0487663,DUMAIS THERESA F.,1/16/2017,1/18/2017,CAR RENTAL,103.27,2017,DUMAIS THERESA F.
,COMM ON EDUCATION & WORKFORCE,2017Q1,GENERAL EXPENDITURES,TRAVEL,1/11/2017,AP,E0476828,HUGHES CAROLYN,12/12/2016,12/13/2016,CAR RENTAL,171.54,2016,HUGHES CAROLYN
